Company,URL,Company Twitter,Contact Page,Email,CEO Name,CEO Twitter,CEO Email
KeepKey,keepkey.com,https://twitter.com/bitcoinkeepkey,https://keepkey.freshdesk.com/support/tickets/new,,Bob Goodman,,bob@keepkey.com
Keybase,keybase.io,https://twitter.com/keybaseio,,support@keybase.io,,,
Keza,getkeza.com,https://twitter.com/getkeza,,hello@getkeza.com,Simon Burns,https://twitter.com/realsimonburns,simon@getkeza.com
KICKICO.COM,kickico.com,https://twitter.com/kickicoplatform,https://www.kickico.com/support,,Anti A. Danilevski,https://twitter.com/antidanilevski,ad@kickico.com
KIDTSUNAMI,kidtsunami.com,https://twitter.com/_kidtsunami,,hello @kidtsunami.com,Bjorn Berlinger,,
Kik,kik.com,https://twitter.com/kik,,support@kik.com,Ted Livingston,https://twitter.com/ted_livingston,ted@kik.com
Kin Foundation,kinecosystem.org,https://twitter.com/kin_foundation,,partnerships@kinecosystem.org,,,
Kitiwa,kitiwa.com,https://twitter.com/kitiwabtc,https://kitiwa.com/contact-us/,,Becky,,becky@kitiwa.com
Kluzo,kluzo.co,https://twitter.com/kluzoinc,https://www.kluzo.co/contact/,info@kluzo.co,,,
Kobocoin,kobocoin.com,https://twitter.com/kobocoindev,,info@kobocoin.com,,,
Koibanx,koibanx.com,https://twitter.com/koibanx,,info@koibanx.com,Leo Elduayen,https://twitter.com/leoelduayen,
Koinim,koinim.com,,,destek@koinim.com,Cağatay Yüksel,,
Koinshub Exchange,koinshub.com,https://twitter.com/koinshub,https://koinshub.com/static/contact-us/,support@koinshub.com,,,
Komodo,komodoplatform.com,https://twitter.com/komodoplatform,https://komodoplatform.com/en/contact,contact@komodoplatform.com,,,
Kora Network,kora.network,https://twitter.com/kora_network,,zahen@kora.network,Dickson Nsofor,https://twitter.com/dicksonnsofor,
KR80S,kr8os.com,https://twitter.com/kr8osproject,https://www.kr8os.com/get-in-touch/,hello@kr8os.com,Sam Kim,https://twitter.com/macrosssam,
KRIPTO,beta.krip.to,https://twitter.com/krip_to,,info@krip.to,,,
KryptoEx,kryptoex.io,https://twitter.com/kryptoexcc,http://www.kryptoex.io/contact-us,,,,
KryptoMoney,kryptomoney.com,https://twitter.com/kryptomoney,,info@kryptomoney.com,,,
Kryptonite1,kryptonite1.co,,https://www.kryptonite1.co/contact,,,,
Kubera Coin,kuberacoin.com,,https://kuberacoin.com/#page-contact,support@kuberacoin.com,,,
Kurrent Project,kurrentproject.com,https://twitter.com/kurrent_project,,support@kurrentproject.com,,,
Kwri,kwori.co.uk,,,contact@kwori.co.uk,,,
Kyber Network,kyber.network,https://twitter.com/kybernetwork,,hello@kyber.network,,,
Kynetix,kynetix.com,https://twitter.com/kynetix_uk,https://www.kynetix.com/contact-us/,,Matt Dolton,,
KZ Cash,kzcash.kz,https://twitter.com/cash_kz,,info@kzcash.kz,,,
laBit Conf,labitconf.com,https://twitter.com/labitconf,https://2017.labitconf.com/#contacto,,,,
Lamassu,lamassu.is,https://twitter.com/lamassubtc,,inquiries@lamassu.is,Zach Harvey,,zach@lamassu.is
Lamden,lamden.io,https://twitter.com/lamdentau,,team@lamden.io,Stuart Farmer,https://twitter.com/stuartrfarmer,stuart@lamden.io
lampix,lampix.co,https://twitter.com/lampix_co,,support@lampix.co,George Popescu,,
LanaCoin,lanacoin.com,https://twitter.com/lanacoin,,lana@lanacoin.com,,,
LAToken,sale.latoken.com,https://twitter.com/latokens,,info@latoken.com,Kate,,kate@latoken.com
Launch Pop,launchpop.com,http://twitter.com/launch_pop,,,,,
Lawnmower,lawnmower.io,https://twitter.com/lawnmowerio,https://lawnmower.io/contact,,Alex Sunnarborg,https://twitter.com/alexsunnarborg,alex@lawnmower.io
LBRY,lbry.io,https://twitter.com/lbryio,,hello@lbry.io,,,
Learning Machine,learningmachine.com,https://twitter.com/learningmach1,http://www.learningmachine.com/contact/,,Chris Jagers,https://twitter.com/chrisjagers,chris@learningmachine.com
Ledger,ledgerwallet.com,https://twitter.com/ledgerhq,,support@ledgerwallet.com,Eric Larchevêque,https://twitter.com/ericlarch,
Ledger,ledger.fr,https://twitter.com/ledgerhq,https://support.ledgerwallet.com/hc/en-us/requests/new,,Eric Larcheveque,https://twitter.com/ericlarch,
LedgerX,ledgerx.com,https://twitter.com/ledgerx,,sales@ledgerx.com,Paul Chou,,paul@ledgerx.com
Ledgys,ledgys.io,https://twitter.com/ledgyssolutions,https://ledgys.io/#contact-form,,Quentin de Beauchesne,,quentin@ledgys.io
Leek Coin,leekgame.com,https://twitter.com/leekcoin,,info@leekgame.com,,,
LeetCoin,leet.gg,http://twitter.com/leetgg,,admin@leet.gg,Kingsley Edwards,https://twitter.com/krhedwards,
LegendsRoom,legendsroom.vegas,https://twitter.com/legendsroom,https://www.legendsroom.vegas/contact/,info@legendsroom.vegas,,,
Lendconnect,lendconnect.io,https://twitter.com/lendconnect,,support@lendconnect.io,,,
Lendingblock,lendingblock.com,https://twitter.com/lendingblock,,info@lendingblock.com,Steve Swain,,steve@lendingblock.com
LEOcoin,leocoin.org,https://twitter.com/leocoinorg,,info@leocoinfoundation.org,,,
LeSavage,lesavage.com,,https://lesavage.com/contact,,Andy LeSavage,https://twitter.com/andylesavage,
LetsTalkBitcoin,letstalkbitcoin.com,https://twitter.com/theltbnetwork,https://letstalkbitcoin.com/contact-us,,,,
LEVERJ.IO,leverj.io,https://twitter.com/leverj_io,,info@leverj.io,Bharath Rao,,
LeviarCoin,leviarcoin.org,https://twitter.com/leviarcoin_fdn,,info@leviarcoin.org,,,
Liberty Music Store,libertymusicstore.net,,,mikko@libertymusicstore.net ,,,
LibertyX,libertyx.com,https://www.twitter.com/libertyx,,support@libertyx.com,,,
Libra,app.libratax.com,,,support@libratax.com,,,
Life.cafe,life.cafe,https://twitter.com/yourlifecafe,,info@life.cafe,Alexis Williamson,,
LIFElabs,token.lifelabs.io,http://www.twitter.com/lifelabshq/,https://token.lifelabs.io/contact-us/,,,,
Lightning Bitcoin,lbtc.io,https://twitter.com/lightningbtc,,support@lightningbitcoin.io,Jack Zhang,,
Lightning Labs,lightning.engineering/,https://twitter.com/lightning,,hello@lightning.engineering,Elizabeth Stark,https://twitter.com/starkness,elizabeth@lightning.engineering
Lindacoin Project,lindacoin.com,https://twitter.com/lindaproject,https://lindacoin.com/contacting-linda/contact-us/,,Jonah Glasgow,https://twitter.com/lindawhale,
Link Project,ethereum.link,https://twitter.com/linkplatform,,support@ethereum.link,Steven J. Kelly,,steven@ethereum.link
Linx,mylinx.io,https://www.twitter.com/linxcoin/,https://mylinx.io/#CONTACT,,,,
Lisk,lisk.io,https://twitter.com/liskhq,https://lisk.io/contact_us,,Max Kordek,https://twitter.com/maxkordek,max@lisk.io
Litecoin,litecoin.org,https://twitter.com/litecoinproject,,contact@litecoin.org,Charlie Lee,https://twitter.com/satoshilite,coblee@litecoin.org
LiteForex,liteforex.us,https://twitter.com/liteforex,,clients@liteforex.com,,,
Lmon8,lmon8.com,http://www.twitter.com/lmon8de,,support@lmon8.com,Jason Festa,,jason@lmon8.com
LockChain.co,lockchain.co,https://twitter.com/lockchainco,,,Nikola Alexandrov,,
Logical Form,logicalform.com,https://twitter.com/logicalform,,Webcontact@logicalform.com,Dror Sam Brama,https://twitter.com/virtuealparticl,
LoMoStar,lomostar.com,https://twitter.com/lomostarlmc,,support@lomocoin.com,Xiong Lijian,,
LOOPRING,loopring.org,https://twitter.com/loopringorg,,foundation@loopring.org,Daniel Wang,https://twitter.com/daniel_loopring,daniel@loopring.org
LuckChain,luckchain.org,https://twitter.com/luck_chain,,luckchainorg@gmail.com,,,
Luna Capital,lunacapital.com,,http://lunacapital.com/#contact,,Lindsey Maule,https://twitter.com/lindzjm,lindsey@lunacapital.com
Lunyr,lunyr.com,https://twitter.com/lunyrinc,,support@lunyr.com,Arnold Pham,https://twitter.com/arnpham,arnold@lunyr.com
LUXCORE,luxcore.io,https://twitter.com/lux_coin,,info@luxcore.io,Brian Oliver,https://twitter.com/2cryptoguyz,briano@luxcore.io
Luxemar Private Investments,luxemar.io,https://twitter.com/luxemarintl,https://www.luxemar.io/contact-us,info@luxemar.io,Marco Luis Colonello,https://twitter.com/shinoda898,
LUXSTACK,luxstack.com,https://twitter.com/luxstack,,team@luxstack.com,Kevin Aleman,https://twitter.com/kevinaleman,kevin@luxstack.com
Lykke,lykke.com,https://twitter.com/lykke,,lykke@lykke.com,Philipp Richner,https://twitter.com/philipprichner,philipp.richner@lykke.com
Macroscape,macroscape.io,https://twitter.com/themacroscape,https://macroscape.io/#contact-us,,Nathan Windsor,https://twitter.com/nathanwindsor,
Madcoin,madcoin.life,https://twitter.com/madcoinlife,,support@madcoin.life,,,
Maecenas,maecenas.co,https://twitter.com/maecenasart,,,Marcelo Garcia Casil,https://twitter.com/excessuk,
Maggie,maggie.vip,,,maggie@maggie.vip,,,
Magnetcoin,magnetcoin.net,https://twitter.com/coin_magnet,,,,,
Magnetwork.io,magnetwork.io,https://twitter.com/magnetwork_io,,support@magnetwork.io,Frederic Rezeau,https://twitter.com/fredericrezeau,
Magnr,magnr.com,https://twitter.com/magnr,https://support.magnr.com/hc/en-gb/requests/new,,Joe Lee,,joe@magnr.com
Magnum,mgmcoin.org,,,support@mgmcoin.org,Astral Smith,,
MaiCoin,maicoin.com,https://twitter.com/mai_coin,https://www.maicoin.com/en/contact,info@maicoin.com,Alex Liu,,alex@maicoin.com
MaidSafe,maidsafe.net,https://twitter.com/maidsafe,,pr@maidsafe.net,David Irvine,https://twitter.com/metaquestions,
Maker,makerdao.com,https://twitter.com/makerdao,,rune@makerdao.com,Rune Christensen,https://twitter.com/runekek,rune@makerdao.com
Mango Startups,mangostartups.com,https://twitter.com/mangostartups,,support@mangostartups.com,Ami Lebendiker,,ami@mangostartups.com
Manifold Technology,manifoldtechnology.com,https://twitter.com/manifold_tech,,contact@manifoldtechnology.com,Chris Finan,https://twitter.com/ctfinan,chris@manifoldtechnology.com
Marscoin,marscoin.org,https://twitter.com/marscoinorg,,info@marscoin.org ,,,
Masi Digital Ventures,masidigitalventures.com,https://twitter.com/masidventures,,paul@masidigitalventures.com,Mark Warner,https://twitter.com/markwarner,
Master Swiscoin,swisopensource.com,,,support@swisopensource.com,,,
Matchpool,matchpool.com,https://twitter.com/matchpool,,hello@matchpool.com,Yonatan Ben Shimon,https://twitter.com/yonatanbenshimo,
MATRIXAINETWORK,matrixchain.io,https://twitter.com/matrixainetwork,,public@matrix.space,Steve Deng,,stevedeng@matrix.space
MaximizingMoney.com,maximizingmoney.com,https://twitter.com/maximizingmoney,,maximizingmoney@gmail.com,,,
MazaCoin,mazacoin.org,https://twitter.com/mazacoin,,contact@mazacoin.org,,,
MCFit,minecraft-fitness.com,https://twitter.com/minecraft_fit,,,Jonathan Miller,,
ME Creative Studio,mecreativestudio.com,,,,Marcus Toy,,
medibloc,medibloc.org,https://twitter.com/_medibloc,,info@medibloc.org,Allen Wookyun Kho,,wkkho@medibloc.org
Medicalchain,medicalchain.com,https://twitter.com/medical_chain,https://medicalchain.com/en/contact/,,Abdullah Albeyatti,,
Meeco,meeco.me,https://twitter.com/meeco_me,,info@meeco.me,Katryna Dow,http://twitter.com/katrynadow,katryna.dow@meeco.me
MEGO,mego.cl,https://twitter.com/megoforce,https://mego.cl/contact,press@mego.cl,,,
Mehuva,mehuva.com,,http://www.mehuva.com/page-contact-map-1.html,info@mehuva.com,Hicham E,https://twitter.com/e_hicham,hicham@mehuva.com
MergeCommit,mergecommit.com,https://twitter.com/mergecommit,https://www.mergecommit.com/#contact,hi@mergecommit.com,James Florentino,https://twitter.com/jamesflorentino,james@mergecommit.com
Mesosphere,mesosphere.com,https://twitter.com/mesosphere,,,Florian Leibert,https://twitter.com/flo,
Metal,metalpay.com,https://twitter.com/metalpaysme,,,Oscar Munoz,,
MetaLair,metalair.org,https://twitter.com/metalair,http://www.metalair.org/contact/,,Johnathan Turrall,,
MetaMagic Global,metamagicglobal.com,https://twitter.com/metamagicglobal,https://metamagicglobal.com/contact,,Buck Kulkarni,https://twitter.com/buckmetamagic,
MetroGnomo,metrognomo.com,,,michael_mainelli@zyen.com,,,
MicroAid,microaid.io,https://twitter.com/microaid,,hello@microaid.io,,,
Microsoft Azure,azure.microsoft.com,https://twitter.com/azure,https://azure.microsoft.com/en-us/overview/sales-number/,,,,
Midas Rezerv,midasrezerv.com,https://twitter.com/everexio,,contact@everex.io,Alexi Lane,https://twitter.com/ineedidea,
MinCoin,mincoin.us,https://twitter.com/mincoinus,,developers@mincoin.us,,,
MinerGate,minergate.com,https://twitter.com/minergate,,,Claude Lecomte,,claude@minergate.com
Minting Coins,mintingcoins.com,https://twitter.com/mintingcoins,https://mintingcoins.com/contact/,MintingCoins23@gmail.com,Gary Palmer Jr.,https://twitter.com/garypalmerjr,
Mobius,mobius.network,https://twitter.com/mobius_network,,hello@mobius.network,Cyrus S. Khajvandi,https://twitter.com/cyruskhajvandi,
Modulus Financial Engineering,modulusglobal.com,https://twitter.com/tradingsoftware,https://www.modulusglobal.com/contact/,,Richard Gardner,,r.gardner@modulusglobal.com
Moms Avenue,momsavenue.com,https://twitter.com/momsavenue,,hi@momsavenue.com,Evelina Bajorune,,evelina@momsavenue.com
Monaco Technology GmbH,mona.co,https://twitter.com/monaco_card,https://www.mona.co/company#page-contact,contact@mona.co,Kris Marszalek,https://twitter.com/kris_hk,kris@mona.co
Monax,monax.io,https://twitter.com/monaxhq,,contact@monax.io,Casey Kuhlman,https://twitter.com/compleatang,casey@monax.io
Monegraph,monegraph.com,http://twitter.com/monegraph,monegraphhelp.zendesk.com/hc/en-us/requests/new,hello@monegraph.com,Kevin McCoy,,kevin.mccoy@monegraph.com
Moneo,moneo.io,https://twitter.com/moneo,https://moneo.io/contact,,Richard Foster,,
Monero,getmonero.org,https://twitter.com/getmonero,,dev@getmonero.org,Riccardo Spagni,https://twitter.com/fluffypony,ric@getmonero.org
Monetas,monetas.net,https://twitter.com/monetasnet,https://monetas.net/contact/,partners@monetas.net,Johann Gevers,https://twitter.com/johanngevers,johann@monetas.net
Monetsu,monetsu.com,https://twitter.com/hover,,founders@monetsu.com,,,
Moneynet International,moneynetint.com,,https://moneynetint.com/#contact-form,,Yishay Trif,,
MoneyPot,moneypot.com,https://twitter.com/moneypotwallet,https://www.moneypot.com/contact,support@moneypot.com,Kapil Chopra,,
MONEYTIS,moneytis.com,https://twitter.com/moneytis,https://monseytis1.typeform.com/to/xzweCW,,Christophe Lassuyt,https://twitter.com/lassuytchristop,christophe.lassuyt@moneytis.com
Morton Bitcoin Management LLC,mortonbitcoinmanagement.com,,http://mortonbitcoinmanagement.com/contact-us/,,Michael Morton,,
Mothership,mothership.cx,https://twitter.com/mothershipcx,,hello@mothership.cx,Arseny Zarechnev,https://twitter.com/evindor,az@mothership.cx
Mql5,mql5.com,https://twitter.com/mql5com,,support@mql5.com,,,
Mubiz,mubiz.com,https://twitter.com/mubiz_en,,contact@mubiz.com,Thierry Walter,,
MultiBit,multibit.org,https://twitter.com/multibitorg,,support@multibit.org,,,
MultiChain,multichain.com,http://twitter.com/coinsciences,https://www.multichain.com/contact-us/,,Gideon Greenspan,https://twitter.com/gidgreen,
Multicoin Capital,multicoin.capital,https://twitter.com/multicoincap,https://multicoin.capital/contact/,,Kyle Samani,https://twitter.com/kylesamani,
Multilotto,multilotto.com,https://twitter.com/multilotto,https://www.multilotto.com/en/contact,partner@multilotto.com,Orsolya Felix,https://twitter.com/olyafelix,
Multipool,multipool.us,https://twitter.com/multipool,,admin@multipool.us,,,
"MVP Financial, LLC",mvpfinancial.com,https://twitter.com/mvpfinancial,,info@mvpfinancial.com,,,
My Big Coin,mybigcoin.com,https://twitter.com/mybigcoin,,support@mybigcoin.com,Randall Crater,https://twitter.com/randallcrater_,
Mycelium Holdings,mycelium.com,https://twitter.com/myceliumcom,,info@mycelium.com,Andreas Petersson,,andreas.petersson@mycelium.com
MyEtherWallet,myetherwallet.com,https://twitter.com/myetherwallet,,support@myetherwallet.com,,,
myhealthIRL,myhealthirl.com,,http://www.myhealthirl.com/contact-2/,,,,
Naation,naation.com,https://twitter.com/tokenhash,,donald@naation.com,,,
NairaEx,nairaex.com,https://twitter.com/nairaex,,hello@nairaex.com,David Ajala,,david@nairaex.com
NavCoin,navcoin.org,https://twitter.com/navcoin,,admin@navcoin.org,Craig Macgregor,https://twitter.com/proletesseract,
Neblio Team,nebl.io,http://twitter.com/neblioteam,https://nebl.io/contact/,,Eddy Smith,,
Nebulas.io,nebulas.io,https://twitter.com/nebulasio,,contact@nebulas.io,Hitters Xu,https://twitter.com/hittersxu,hitters@nebulas.io
Neema,getneema.com,https://twitter.com/sendwithneema,,support@getneema.com,Barak Ben-Ezer,https://twitter.com/barakbenezer,
NEM,nem.io,https://twitter.com/nemofficial/,,info@nem.foundation,,,
NEO Smart Economy,neo.org,https://twitter.com/neo_blockchain,,contact@neo.org,,,
Neomic,neomic.co,,,info@neomic.co,,,
Nesco Tech,nesco.tech,https://twitter.com/nescotech,https://nesco.tech/contact-us.php,info@nesco.tech,,,
Netcoins,gonetcoins.com,https://twitter.com/netcoins,,info@goNetcoins.com,,,
Netki,netki.com,https://twitter.com/netkicorp,https://www.netki.com/#contact,,Justin Newton,,
Networld R&D,networld.to,https://twitter.com/obale,https://blog.networld.to/contact,,Alex Oberhauser,https://twitter.com/obale,alex.oberhauser@networld.to
Neuroware,neuroware.io,https://twitter.com/neurowareio,https://neuroware.wufoo.com/forms/contact-neuroware/,,Mark Smalley,https://twitter.com/m_smalley,mark@neuroware.io
NewBanking ApS,newbanking.com,https://twitter.com/new_banking,https://newbanking.com/#/contact,,,,
Nextblock,nextblock.io,,https://nextblock.io/contact/,,Connor Benoit-Milner,https://twitter.com/ctombm,
Nextwin,nextwin.com,https://twitter.com/nextwinitalia,,staff@nextwin.com,Alessandro Salvati,,alessandrosalvati@nextwin.com
Nexus,nexusearth.com,https://twitter.com/nxsearth,,info@nexus.io,Colin Cantrell,,
NGN,ngn.com,http://twitter.com/projectngn,,hello@ngn.com,,,
Nimber,nimber.com,https://twitter.com/nimber,,support@nimber.com,Ari Kestin,https://twitter.com/ari_kestin,ari@nimber.com
Nitro NOX Token,nitro.live,https://twitter.com/nitrotoken,,general@nitro.live,Gerald Tock,https://twitter.com/geraldtock,gerald@nitro.live
Node Capital,nodecap.com,https://twitter.com/nodecap,,partner@nodecap.com,,,
"Node40, LLC",node40.com,http://twitter.com/node_40,,support@node40.com,Perry Woodin,,perry@node40.com
Noghi,noghi.com.au,http://twitter.com/noghi_tweet,,support@noghi.com.au,Eoin Mullins,https://twitter.com/eoinmullins,
Northern Block,northernblock.ca,,https://northernblock.ca/contact/,,,,
Nxt,nxtplatform.org,https://twitter.com/nxtcommunity,,travin@nxtfoundation.io,,,
NXT Studios,nxtstudios.org,http://twitter.com/thenxtstudios,http://nxtstudios.org/contact,,Rob Crabtree,http://twitter.com/robcrabtreee,
OfficialInfinitecoin,infinitecoin.com,https://twitter.com/infinitecoin_us,http://infinitecoin.com/contact-ifc.html,,,,
